400261;PAO MINI AUSTRALIANO CONGELADO;KG;
400360;PAO MINI BAGUETE AUSTRALIANO CONGELADO;KG;
400260;PAO MINI CIABATA CONGELADO;KG;
100355;PAO MINI FRANCES CONGELADO;KG;
400502;PAO MINI GOIABA CONGELADO;KG;
400361;PAO MINI HAMBURGUER CONGELADO UN;UN;
188954;PAO MINI HAMBURGUER KG;KG;
400254;PAO MINI ITALIANO CONGELADO;KG;
400309;PAO MINI SETE GRAOS;KG;
400329;PAO MULTIGRAOS CONGELADO;KG;
400504;PAO PETIT ITALIAN CONGELADO;KG;
400335;PAO PETIT RUSTICO CONGELADO;KG;
400334;PAO PETIT 6 CEREALES CONGELADO;KG;
400348;PAO RUSTICO COM FRUTAS;UN;
400364;PAO RUSTICO CONGELADO;KG;
400196;PAO SANDUICHE;UN;
189994;PAO SEM GLUTEN;UN;
100551;PAO SIRIO KG;KG;
400479;PASTEL DE BELEM UN;UN;
190306;PASTILHA TIC TAC;UN;
188608;PETIT GATEAU;UN;
100011;PICOLES DIVERSOS;UN;
100484;PO PARA PUDIM;KG;
188722;POTE CALDA FRUTAS VERMELHAS;UN;
100191;PUDIM;UN;
100928;RECHEIO PARA BOLO;KG;
400956;RINATO CONGELADO;KG;
100543;SACHET BISCOITO DOCE;UN;
100544;SACHET BISCOITO SALGADO;UN;
500988;SACHET CREME DE AVELÃ 15GR;KG;
100545;SACHET TORRADA 15GR;UN;
100315;SAGU;KG;
100877;SALGADOS/DOCES CONGELADOS;KG;
188539;SANDUICHE BAGUETE;UN;
100132;SANDUICHE NATURAL DIVERSOS;UN;
188718;SANDUICHE PANINI;UN;
100542;SANDUICHE X BURGUER CONGELADO;UN;
500306;SUSPIRO KG;KG;
100639;TARTELETE (PCT C/64UN);UN;
100705;TIC TAC 16 GR;UN;
100532;TORRADA PCT;UN;
100259;TORTA GELADA;UN;
349379;TRUFA;UN;
122043;CAPELETI RECHEADO KG;KG;
188155;CURAU DE MILHO KG;KG;
128089;ESCONDIDINHO 600 GR;UN;
190316;FIORE DE CAPRESE KG;KG;
188707;FOLHADO CALABRESA E QUEIJO;UN;
190315;INVOLTINO DE COUVE CHINESA CENOURA E CEB;UNID;
190314;INVOLTINO DE LINGUIÇINHA RQUEIJAOE PORO;UNID;
101160;MASSA AGNOLINE;KG;
188172;MASSA BICHINHOS BAMBINI;KG;
100684;MASSA CANELONE;KG;
100293;MASSA CAPELETTI;KG;
100321;MASSA CASEIRA;KG;
122031;MASSA CONCHA RECHEADA KG;KG;
100687;MASSA CONCHIOGLIONI;KG;
122014;MASSA DE ARROZ S/GLUTEN;KG;
100675;MASSA DE PANQUECA;KG;
100590;MASSA DE PASTEL;KG;
101157;MASSA FAGOTTINI;KG;
100745;MASSA FARFALLE;KG;
100491;MASSA FETTUCCINE;KG;
300202;MASSA FRESCA;KG;
100252;MASSA FUSILLI;KG;
500678;MASSA GRANO DURO;KG;
100441;MASSA LASANHA;KG;
100688;MASSA LINGUINE;KG;
100462;MASSA PÃO;KG;
100959;MASSA PAPPARDELLI;KG;
100727;MASSA PARA PIZZA;KG;
100456;MASSA PARA SOPA (UN=0,5 KG);KG;
100747;MASSA PARAFUSO;KG;
400038;MASSA PENNE;KG;
188597;MASSA PENNE INTEGRAL;KG;
122051;MASSA PETIT GATEAU KG;KG;
101144;MASSA RAP 10 KG;KG;
100599;MASSA RAVIOLI;KG;
100645;MASSA RIGATONI;KG;
122052;MASSA RISONI KG;KG;
101217;MASSA ROLINHO PRIMAVERA;KG;
100591;MASSA RONDELI KG;KG;
100898;MASSA SOFIOLI (KG);KG;
101216;MASSA SORRENTINO;KG;
100055;MASSA SPAGUETE;KG;
100883;MASSA TAGLIATELLE;KG;
100644;MASSA TALHARIM;KG;
101148;MASSA TORTEI;KG;
122044;MASSA TORTELE RECHEADO;KG;
100686;MASSA TORTELONI;KG;
128124;MASSA WAFFLE;KG;
400385;MINI BAURU CONGELADO;KG;
100954;MINI PASTEL FORNO CONGELADO;KG;
100509;MINI PIZZA UN;UN;
100183;***NAO USAR***LASANHA 600 GR;UN;
100203;***NAO USAR***MASSA PENNE;KG;
500701;NHOQUE;KG;
100685;NHOQUE DE BATATA;KG;
188217;PANCHO;UN;
188708;PASTEL NATA;UN;
100026;PIZZA DIVERSOS 450 GR;UN;
188523;POLPETONE RECHEADO KG;KG;
128100;PRATO CONG - FETUCCINI A BOLONHESA 350G;UN;
101180;PRATO CONGELADO - CAPELETI BRODO;UN;
122062;PRATO CONGELADO - CREME ERVILHA;UN;
190060;PRATO CONGELADO - ESPAGUETE A BOLONHESA;UN;
188705;QUICHE UN;UN;
100194;RAVIOLI;KG;
188965;SPAGUETE COM TINTA DE LULA;KG;
700101;AGUA COM GAS 1,5 LT;GF;
700732;AGUA COM GAS 350ML LATA;UN;
700024;AGUA COM GAS 500 ML;UN;
201258;AGUA DE COCO LT;LT;
700012;AGUA DE COCO 200 ML;UN;
200312;AGUA DE COCO 300 ML;UN;
700054;AGUA GASEIFICADA COM SABOR 500ML;UN;
700102;AGUA SEM GAS 1,5 LT;GF;
700165;AGUA SEM GAS 350 ML LATA;LA;
700000;AGUA SEM GAS 500 ML;UN;
700240;AGUA SEM GAS 500 ML CAIXA;UN;
200649;AGUA S/GAS 5L;LT;
201997;AGUA 1500 ML C/GAS;UN;
200022;AGUA 1500 ML S/GAS;UN;
201228;AGUA 20 LT;GF;
200739;AGUA 2000 ML C/GAS;UN;
201967;AGUA 2000 ML S/GAS;GF;
700364;AGUA 300ML S/GAS VIDRO;GF;
200023;AGUA 350 ML C/GAS;UN;
200021;AGUA 350 ML S/GAS;UN;
500992;CHA ICE TEA 1,5L;UN;
700222;CHA ICE TEA 300 ML;UN;
234480;CHA ICE TEA 450 ML;UN;
700065;CHA ICE TEA 450 ML;UN;
700006;COCA COLA LATA SEM ACUCAR 350ML;LA;
700007;COCA COLA LATA 350ML;LA;
200062;COCA COLA ZERO LATA;LA;
200988;COCA COLA ZERO 2L;UN;
200989;COCA COLA 2L;UN;
700056;ENERGETICO;LA;
232414;FANTA GUARANA 350ML LT;LA;
700142;FANTA LARANJA LT 350ML;LA;
202043;FANTA LARANJA ZERO LT;UN;
264742;FANTA LARANJA 220ML;LA;
200987;GUARANA DIET 2L;UN;
700055;GUARANA LATA SEM ACUCAR 350ML;LA;
700058;GUARANA LATA 350ML;LA;
200986;GUARANA 2L;UN;
202038;ITUBAINA SCHIN 355 LN;UN;
200180;****NAO USAR***AGUA DE COCO 200 ML;UN;
200033;***NAO USAR****AGUA 500 ML C/ GAS;UN;
200030;****NAO USAR****AGUA 500 ML S/GAS;UN;
200031;***NAO USAR***COCA COLA LATA;LA;
200013;***NAO USAR***FANTA LARANJA LATA;LA;
201944;**NAO USAR***FANTA UVA LATA;UN;
200059;*****nao usar******GUARANA ZERO;LA;
200011;***NAO USAR***SCHWEPPES TONICA LT;LA;
200598;***NOA USAR***SCHWEPPES CITRUS LT;LA;
200057;PEPSI LATA 350ML;LA;
700025;SCHWEPPES CITRUS LT 350 ML;LA;
700217;SCHWEPPES TONICA LATA 220 ML;LA;
700045;SCHWEPPES TONICA LT 350ML;LA;
200090;SODA LIMONADA 350 ML;LA;
700259;SPRITE LATA SEM AÇUCAR 350 ML;LA;
700044;SPRITE LATA 350ML;LA;
600134;SPRITE ZERO;UN;
200203;SUCO LARANJA INTEGRAL;LT;
278103;TEEM LATA 350 ML;LA;
202067;**** nao usar****CERVEJA CORONA LN;GF;
264615;CERVEJA ABADESSA BAVARIAN IPA 500;GF;
274662;CERVEJA ABADESSA EXPORT 500;GF;
264616;CERVEJA ABADESSA HELLES 500;GF;
279281;CERVEJA AL CAPONE APA 1 LT;GF;
700132;CERVEJA AL CAPONE IPA 500ML;GF;
202223;CERVEJA AL CAPONE IPA 600ML;GF;
700094;CERVEJA AL CAPONE PILSNER 355ML;GF;
202296;CERVEJA AL CAPONE PREMIUM LAGER 600ML;GF;
700232;CERVEJA AL CAPONE RED ALE 500 ML;GF;
202222;CERVEJA AL CAPONE RED ALE 600ML;GF;
700134;CERVEJA AL CAPONE WEISS 500ML;GF;
212331;CERVEJA AL CAPONE WEISS 600 ML;GF;
202224;CERVEJA AL CAPONE WITBIER 600ML;GF;
202270;CERVEJA AMSTEL LT;LA;
701080;CERVEJA AMSTEL 473ML;LA;
200653;CERVEJA BADEN GOLDEN ALE 600ML;GF;
200482;CERVEJA BADEN PILSEN CRISTAL 600 ML;GF;
201085;CERVEJA BADEN WEISS 600ML;GF;
274665;CERVEJA BECKS LN;GF;
200055;CERVEJA BOHEMIA LN 355ML;GF;
202071;CERVEJA BOHEMIA LT;LA;
277886;CERVEJA BOHEMIA PURO MALTE LN;GF;
600217;CERVEJA BOHEMIA 600 ML;GF;
201254;CERVEJA BRAHMA CHOPP ZERO LATA;UN;
232524;CERVEJA CAÇULA DARK RAT BLACK 600ML;GF;
700277;CERVEJA CARACU LATA 350 ML;LA;
202292;CERVEJA CATURRIPA 600ML;GF;
279709;CERVEJA CATURRIPA 600ML;GF;
202293;CERVEJA CLEMENTINA 600ML;GF;
201098;CERVEJA COLORADO APPIA 600 ML;GF;
278395;CERVEJA COLORADO LAGER LT;LA;
264621;CERVEJA COLORADO LARGER 600ML;GF;
277975;CERVEJA COLORADO LATA 410 ML;LA;
279215;CERVEJA CORONA 330ML LN;GF;
201993;CERVEJA DE TRIGO TAP 7 500ML;UN;
200481;CERVEJA DEVASSA LOIRA LN;GF;
277989;CERVEJA DNA DARWIN;GF;
27834;CERVEJA DNA HELLIX 500;GF;
277836;CERVEJA DNA PROMETHEUS 500;GF;
277835;CERVEJA DNA RED HEAD 500;GF;
278309;CERVEJA DORO 600ML;GF;
200193;CERVEJA EISENBAHN WEIZENBIER LN;GF;
200632;CERVEJA EISENBAN WEISS LN;GF;
200072;CERVEJA ERDINGER  500ML;UN;
701218;CERVEJA FLOW IPA - 355ML;GF;
701524;CERVEJA FRUIT BIER;GF;
202220;CERVEJA FUNHOUSE BELGIAN BLOND 500ML;GF;
274670;CERVEJA HEINEKEN LATA 350ML;LA;
700168;CERVEJA HEINEKEN LN;GF;
700011;CERVEJA HEINEKEN PILSEN 473 ML;LA;
200104;CERVEJA HEINEKEN ZERO LN;GF;
201277;CERVEJA IMIGRAÇÃO EXPORT 600ML;GF;
201952;CERVEJA IMIGRAÇÃO PREMIUM 500 ML;UN;
232482;CERVEJA IMIGRACAO WEISS 500ML;GF;
277716;CERVEJA IPA SESSION LN;GF;
232419;CERVEJA IPA 500ML;GF;
279121;CERVEJA IRMÃOS FERRARO CLEMENTINA;GF;
278601;CERVEJA LEUVEN GOLDEN ALE 500 ML;GF;
232411;CERVEJA LOCA 600ML;GF;
202272;CERVEJA MALVADEZA TARJA PRETA;GF;
202315;CERVEJA MARY WEISS 600ML;GF;
232400;CERVEJA NERA REALE 600ML;GF;
701523;CERVEJA OATMEAL STOUT;GF;
200489;CERVEJA OPA BIER PILSEN 355 ML;GF;
202285;CERVEJA PACIFIC 500 ML;GF;
700558;CERVEJA PATAGONIA  600ML;GF;
264645;CERVEJA PIER RED ALE 600ML;GF;
701525;CERVEJA PILSEN;GF;
200132;CERVEJA POLAR LATA;UN;
200652;CERVEJA POLAR LN;GF;
279544;CERVEJA PORTOALEGRENSE IPA LN;GF;
279543;CERVEJA PORTOALEGRENSE PILSEN LN;GF;
279548;CERVEJA PORTOALEGRENSE WEISS 600ML;GF;
171418;CERVEJA PREMIUIM LAGER 500ML;GF;
234543;CERVEJA PREMIUM LAGER 600ML;GF;
279170;CERVEJA RED ALE 600ML;GF;
202032;CERVEJA SCHORNSTEIN WEISS 500 ML;GF;
278602;CERVEJA SEASONS GREEN COW 473 ML;LA;
279189;CERVEJA SEASONS HOLY COW 473 ML;LA;
279188;CERVEJA SEASONS PACIFIC 473 ML;LA;
200005;CERVEJA SKOL LATA;LA;
200073;CERVEJA SKOL LONG NECK;GF;
700064;CERVEJA STELLA ARTOIS LN;GF;
201096;CERVEJA STELLA ARTOIS LT;LA;
232537;CERVEJA SUD PALE ALE 500 ML;GF;
232536;CERVEJA SUD PILSEN 500 ML;GF;
232495;CERVEJA SUD VIENNA LAGER 500 ML;GF;
232494;CERVEJA SUD WITBIER 500 ML;GF;
202286;CERVEJA TILT 500 ML;GF;
202303;CERVEJA TUPINIQUIM CITRUS BOMB 600ML;GF;
202306;CERVEJA TUPINIQUIM HELLES 310ML;GF;
212335;CERVEJA TUPINIQUIM P. LAGER 600 ML;GF;
212340;CERVEJA TUPINIQUIM SESSION IPA 600ML;GF;
202304;CERVEJA TUPINIQUIM WEISS 310 ML;GF;
264617;CERVEJA URWALD DOPPELBOCK 500 ML;GF;
264619;CERVEJA URWALD DORT EXPORT 500 ML;GF;
264620;CERVEJA URWALD PILSEN NATUR 600 ML;GF;
274663;CERVEJA URWALD PORTER 500;GF;
277768;CERVEJA VETERANA PILSEN 500 ML;GF;
277770;CERVEJA VETERANA RED ALE 500 ML;GF;
277771;CERVEJA VETERANA SESSION IPA 500 ML;GF;
277769;CERVEJA VETERANA WEISS 500 ML;GF;
700195;CERVEJA WAYBEER SESSION IPA 355 ML;GF;
232551;CERVEJA WEISS BIER 500ML;GF;
200079;CHOPP;LT;
234513;CHOPP BARRIL;LT;
200388;CHOPP GF;UN;
278010;CHOPP PILSEN LAGER;LT;
200196;***NAO USAR***CERVEJA ORIGINAL 600 ML;GF;
200264;****NAO USAR****CERVEJA STELLA ARTOIS LN;GF;
200387;***NOA USAR***CERVEJA HEINEKEN LN 330 ML;GF;
201066;RUM MALIBU 750 ML;GF;
277714;0;GF;
200103;CHANDON BRUT IMPERIAL;GF;
202046;ESPUMANTE AURORA BCO 187 ML;GF;
277926;ESPUMANTE AURORA 750ML;GF;
278111;ESPUMANTE CASA PERINI BRUT 375 ML;GF;
202169;ESPUMANTE CASA PERINI BRUT 750ML;GF;
600335;ESPUMANTE CASA VALDUGA ARTE BRUT;GF;
200292;ESPUMANTE CHANDON BRUT;GF;
700076;ESPUMANTE CHANDON BRUT ROSE;GF;
277840;ESPUMANTE CHANDON PASSION ROSE 750 ML;GF;
277813;ESPUMANTE COURMAYEUR PROSECCO 750;GF;
264633;ESPUMANTE DON GUERINO BRUT;GF;
200497;ESPUMANTE MIOLO BRUT 750 ML;GF;
234521;ESPUMANTE PANIZZON BRUT ROSE;GF;
274686;ESPUMANTE PANIZZON BRUT ROSE;GF;
264640;ESPUMANTE PANIZZON CHARDONNAY;GF;
234530;ESPUMANTE PANIZZON PROSECO BRUT;GF;
202167;ESPUMANTE PERINI BRUT 375ML;GF;
600204;ESPUMANTE SALTON BRUT;GF;
201300;ESPUMANTE SALTON MEIO DOCE 660ML;GF;
278114;ESPUMANTE SALTON MOSCATEL;GF;
201158;ESPUMANTE TERRANOVA BCO BRUT 750 ML;GF;
200779;ESPUMANTE TERRANOVA BRUT ROSE 750 ML;GF;
200781;ESPUMANTE TERRANOVA BRUT 250 ML;GF;
200780;ESPUMANTE TERRANOVA DEMI-SEC 750 ML;GF;
200741;ESPUMANTE TERRANOVA MOSCATEL;GF;
201117;ESPUMANTE TERRANOVA MOSCATEL BABY 250 ML;GF;
200430;ESPUMANTE TERRANOVA MOSCATEL 750 ML;GF;
700233;ESPUMANTE TERRANOVA MOSCATEL 750ML;GF;
700200;ESPUMANTE VIRTUS BRUT ROSE;GF;
600645;***NAO USAR***ESPUMANTE SALTON MOSCATEL;GF;
27728;não usarVINHO LA BOCA BLACK LABEL MERLOT;GF;
264623;VINHO  ALTOZANO TEMPRANILLO 750 ML;GF;
200714;VINHO ALAMOS MALBEC 750 ML;GF;
279232;VINHO ALENTEJO RAPARIGA DA QUINTA TT COL;GF;
200003;VINHO ALMADEM RIESLING 750 ML;GF;
200581;VINHO ALMADEM TANNAT 750 ML;GF;
200594;VINHO ALMADEN CAB SAUV 250 ML;GF;
200579;VINHO ALMADEN CAB SAUV 750 ML;GF;
200004;VINHO ALMADEN CABERNET SUAVE 750 ML;GF;
700285;VINHO ALMAUNICA RESERVA MERLOT;GF;
202158;VINHO ALTA VISTA CLA RES. MALBEC 750ML;GF;
700273;VINHO ALTA VISTA CLASSIC RESERVA MALBEC;GF;
700071;VINHO ALTO MADERO RESER CARMENERE 375ML;GF;
700796;VINHO AMBICION CHARDONNAY;GF;
700794;VINHO AMBICION MALBEC;GF;
700795;VINHO AMBICION ROSE;GF;
700279;VINHO ANDELUNA 1300 MALBEC;GF;
700745;VINHO BORDEAUX CHATEAU LES MILLAUX;GF;
234525;VINHO BOTALCURA CODORNIZ CAB. SAUVIGNON;GF;
234600;VINHO BOTALCURA CODORNIZ MERLOT;GF;
274685;VINHO BOTALCURA CODORNIZ SAUVIGNON BLANC;GF;
234551;VINHO BOTALCURA EL DELIRIO CABERNET SAUV;GF;
700793;VINHO BOTALCURA EL DELIRIO MERLOT;GF;
700778;VINHO BOTALCURA EL DELIRIO PINOT NOIR;GF;
279147;VINHO BOTALCURA EL DELIRIO SYRAH MALBEC;GF;
202203;VINHO BOTALCURA SAUIVIGNON BLANC 750ML;GF;
700229;VINHO BOTALCURA SAUVIGNON BLANC 750ML;GF;
200800;VINHO BRANCO ALMADEM RIESLING 250 ML;GF;
200727;VINHO BRANCO FAUSTO CHARDONNAY 750 ML;GF;
600147;VINHO BRANCO GARRAFAO;GF;
200663;VINHO BRANCO 4,5 L;LT;
201169;VINHO CALLIA ALTA SHIRAZ 750ML;GF;
264636;VINHO CAPOANI MERLOT TANNAT 750;GF;
264635;VINHO CAPOANI MERLOT 750;GF;
201162;VINHO CARLOTA JOAQUINA 750 ML;GF;
202134;VINHO CASA MARIN CARTAGENA CAB. SAUV 750;GF;
700282;VINHO CASA VALDUGA CABERNET SAUV 375ML;GF;
278125;VINHO CASA VALDUGA CHARDONNAY LEOPOLDINA;GF;
278085;VINHO CASA VALDUGA CHARDONNAY 375ML;GF;
200361;VINHO CASA VALDUGA DUETTO - CHARD 375ML;GF;
200152;VINHO CASA VALDUGA P. CABERNET SAUVIGNON;GF;
202137;VINHO CAVATINA NERO D'AVOLA 750ML;GF;
279282;VINHO CEU SOL SUL CHARDONNAY;GF;
229240;VINHO CEU SOL SUL TANNAT;GF;
700226;VINHO COLIMAN CHARDONNAY;GF;
279527;VINHO COLIMAN CHARDONNAY;GF;
278266;VINHO COLIMAN MALBEC;GF;
279534;VINHO CORDILLERA ANDINA CAB. SAUV. 375;GF;
279814;VINHO CORDILLERA ANDINA CAB. SAUV 750ML;GF;
277881;VINHO CORDILLERA ANDINA CAB.SUVIGNON 187;GF;
232705;VINHO CORDILLERA ANDINA CARME 375ML;GF;
611184;VINHO CORDILLERA ANDINA CARMENERE;GF;
208845;VINHO CORDILLERA ANDINA ROSE SYRAH;GF;
264631;VINHO CORDILLERA ANDINA SAUVI BLANC 375;GF;
200406;VINHO COSTA CAB SAUV 750 ML;GF;
200551;VINHO COSTA PACIFICO CARMENERE 750 ML;GF;
200548;VINHO COSTA PACIFICO SAUV BLANC 750 ML;GF;
278267;VINHO COTES DU RHONE LEON PERDIGAL;GF;
700164;VINHO DEL GRANO BRANCO SECO 1480ML;GF;
201298;VINHO DO PORTO TAYLOS FINE RUBY 750ML;GF;
202141;VINHO DOM LAURINDO RES. CAB. SAUVI 375ML;GF;
201126;VINHO DON GUERINO BAG CAB. SAUV. 5L;UN;
232507;VINHO DON GUERINO CAB MER TANNAT BAG 5L;LT;
202262;VINHO DON GUERINO CHARDONNAY BAG 3L;GF;
278383;VINHO DON LAURINDO RESERVA CAB/SAU 375ML;GF;
200537;VINHO DON LAURINDO RESERVA CAB/SAUV 750M;GF;
202339;VINHO DON LAURINDO RESERVA MERLOT 375 ML;UN;
264637;VINHO DONA PAULA ESTATE MALBEC 750;GF;
234526;VINHO DONA PAULA LOS CARDOS SYRAH;GF;
202126;VINHO DUNAMIS SER SAUV./CHARDONNAY 750;GF;
700253;VINHO ERRAZURIZ CARMENERE 750 ML;GF;
700280;VINHO ERRAZURIZ COLLECTION CHARDONNAY;GF;
264638;VINHO ESPORAO PE BRANCO 750 ML;GF;
264639;VINHO ESPORAO PE ROSE 750;GF;
202302;VINHO ESPORAO PE TINTO;GF;
700399;VINHO ESPORAO PE TINTO;GF;
264669;VINHO GIACONDI ROSSO 750;GF;
279729;VINHO HARDYS STAMP CAB SAUV MERLOT;GF;
279829;VINHO KLEIN KLOOF MOUNTAIN RED;GF;
279728;VINHO LA BOCA BLACK LABEL MERLOT;GF;
700123;VINHO LA BOCA CABERNET SAUVIGNON;UN;
277972;VINHO LA FINCA CABERNET SUAVIGNON 750 ML;GF;
264696;VINHO LA FINCA MALBEC;GF;
278219;VINHO LA MANCHA ALTOZANO TEMPRANILLO;GF;
278593;VINHO LARENTIS CABERNET SAUV BAG 4LT;UN;
278594;VINHO LARENTIS CHARDONNAY BAG 4 LT;UN;
202143;VINHO LEON DE TARAPACA CAB. SAUV 187ML;GF;
700228;VINHO LEON DE TARAPACA CAB SAUVIG 187ML;GF;
279663;VINHO LEON DE TARAPACA SAUV. BLANC 187ML;GF;
202144;VINHO LEON DE TARAPACA SAUV. BLANC 187ML;GF;
279609;VINHO LOS HAROLDOS NAMPE MALBEC;GF;
700271;VINHO LOS HAROLDOS NAMPE MALBEC ROSE;GF;
279682;VINHO LOS HAROLDOS NAMPE TORRONTES;GF;
200584;VINHO LOVARA MERLOT 750 ML;GF;
700041;VINHO MARSALA SUPERIORE DOLCE PELLEGRINO;GF;
200578;VINHO MIOLO CHARDONNAY 750 ML;GF;
200403;VINHO MIOLO RESERVA CAB SAUV 375 ML;GF;
200547;VINHO MIOLO RESERVA CAB SAUV 750 ML;GF;
278376;VINHO MIOLO RESERVA CAB/SAUV 750ML;GF;
200801;VINHO MIOLO RESERVA CHARDONNAY 375 ML;GF;
200583;VINHO MIOLO RESERVA CHARDONNAY 750ML;GF;
200740;VINHO MIOLO RESERVA MERLOT 375ML;GF;
200948;VINHO MIOLO RESERVA MERLOT 750ML;GF;
200791;VINHO MIOLO RESERVA TANNAT 750 ML;GF;
200582;VINHO MIOLO RESERVA TEMPRANILLO 750ML;GF;
200100;VINHO MIOLO SELEÇÃO BRANCO 375 ML;GF;
200002;VINHO MIOLO SELECAO CAB. SAUB/MER 750 ML;GF;
200707;VINHO MIOLO SELEÇÃO CAB./MERLOT 375;GF;
200947;VINHO MIOLO SELEÇÃO CAB./MERLOT 750 ML;GF;
200099;VINHO MIOLO SELEÇÃO CHARD./RIESLI 750 ML;GF;
200782;VINHO MIOLO SELECAO CHARD/VIOGNIER;GF;
200702;VINHO MIOLO SELECAO CHARD/VIOGNIER 375ML;GF;
200120;VINHO MIOLO SELEÇÃO TINTO 375 ML;GF;
700286;VINHO NAVARRA CINCO VINAS TEMPRANILLO;GF;
279727;VINHO NIEL JOUBERT PINOTAGE;GF;
264632;VINHO PANIZZON ANCELLOTA;GF;
274687;VINHO PANIZZON CHARDONAY;GF;
278591;VINHO PANIZZON MOSCATEL;GF;
264641;VINHO PANIZZON SAUV BLANC 750;GF;
277882;VINHO PANIZZON 3 L;GF;
201038;VINHO PIZZATO CAB. SAUV RESERVA 375 ML;GF;
700284;VINHO PIZZORNO PROFECIA TANNAT;GF;
202336;VINHO PRIMITIVO PRIMO ROSSO 750 ML;UN;
700243;VINHO PUGLIA PRIMITIVO PRIMO ROSSO;GF;
279501;VINHO RAMOS PINTO ADRIANO 500ML;GF;
202217;VINHO SALTON PARADOXO CHARDONAY 750ML;GF;
202218;VINHO SALTON PARADOXO MERLOT 750ML;GF;
200168;VINHO SANTA HELENA CAB. SAUVIGNON 375 ML;GF;
200172;VINHO SANTA HELENA CAB SUAV 750 ML;GF;
200395;VINHO SANTA HELENA CHARDONNAY 750 ML;GF;
200390;VINHO SANTA HELENA RES CAB SAUV 375 ML;GF;
200391;VINHO SANTA HELENA RES CARMENERE 375 ML;GF;
232508;VINHO TAPARACA GRAN CARMENERE 375 ML;GF;
700246;VINHO TARAPACA RESERVA CARMENERE 375 ML;GF;
202142;VINHO TARAPACA RESERVA CARMENERE 375ML;GF;
700281;VINHO TAYLOR S FINE RUBY;GF;
700137;VINHO TAYLOR S FINE WHITE;GF;
232509;VINHO TERRANOVA MOSCATEL 750 ML;GF;
200708;VINHO TERRANOVA SHIRAZ 250 ML;GF;
200664;VINHO TINTO GARRAFAO;LT;
600135;VINHO TINTO GARRAFÃO;LT;
700227;VINHO VEO GRANDE RESERVA CARMENERE 750ML;GF;
200786;VINHOI CUVEE GIUSEPPE MERLOT/CAN. SAUVIG;GF;
202124;ESPUMANTE ALMAUNICA NATURE CHAMP. 750 ML;GF;
202125;ESPUMANTE CAVATINA PREMIUN PROSECCO 750;GF;
200592;ESPUMANTE HORUS CHARMAT BRUT 750 ML;GF;
202122;ESPUMANTE LAURENTIA BRUT CHAMPENOISE 750;GF;
200553;ESPUMANTE MIOLO TERRANOVA MOSCATEL 750 M;GF;
202281;ESPUMANTE PANIZZON MOSCATEL 750ML;GF;
200710;ESPUMANTE SALTON BRUT;GF;
600415;ESPUMANTE SALTON DEMI SEC;GF;
200137;ESPUMANTE SALTON DEMI SEC;GF;
202130;VINHO ALMAUNICA RESERVA MERLOT 750ML;GF;
202132;VINHO ANDELUNA 1300 MALBEC 750ML;GF;
201177;VINHO BORDEAUX CHATEAU LES MILLAUX 750 M;GF;
202335;VINHO BOTALCURA EL DELIRIO PINOT 750ML;UN;
277773;VINHO CANTAGUA CLASSIC 750;GF;
278080;VINHO CEU SOL SUL CABERNET SAUV;GF;
202334;VINHO CORDILLEIRA ANDINA CAB. SUAV 750ML;UN;
202282;VINHO CORDILLERA ANDINA ROSE SYRAH 750ML;GF;
200405;VINHO COSTA PACIFICO CARMENERE 375 ML;GF;
200065;VINHO DO PORTO;LT;
201173;VINHO ERRAZURIZ RES. CAB. SAUV. 750 ML;GF;
601187;VINHO ERRAZURIZ RES. CAB. SAUV. 750 ML;GF;
201175;VINHO ERRAZURIZ RES. CHARDONNAY 750 ML;GF;
201174;VINHO ERRAZURIZ RESERV. CARMERERE 750ML;GF;
212324;VINHO LA FINCA CABERNET SUAVIGNON 750 ML;UN;
202140;VINHO LA VILLE FERME ROUGE 750 ML;GF;
202056;VINHO LOS HAROLDOS CAB. SUAVGON 375 ML;GF;
202129;VINHO LOS HAROLDOS MALBEC ROSE 750ML;GF;
202014;VINHO LOS HAROLDOS MALBEC 375ML;GF;
201171;VINHO LOS HAROLDOS MALBEC 750 ML;GF;
202127;VINHO LOS HAROLDOS TORRONTES 750ML;GF;
200550;VINHO LOS NEVADOS MALBEC 750 ML;GF;
278364;VINHO PANIZZON PROSECCO BRUT;GF;
232665;VINHO PENINSULA DE SETUBAL AZEITAO TINTO;GF;
202135;VINHO ROBLES DEL SUR TANNAT 750ML;GF;
200366;VINHO SANTA HELENA SAUV BLANC 750ML;GF;
201125;VINHO TARAPACA GRAND RES CAB. SAUVG 375;UN;
201124;VINHO TARAPACA GRAND RESEV CARMENERE 750;UN;
200434;VINHO TINTO CATENA MALBEC 2017;GF;
202013;VINHO TINTO GARZON TANNAT;GF;
200718;VINHO TINTO MONTES CABERNET SAUVIGNON;GF;
200719;VINHO TINTO MONTES SELECCION PINOT NOIR;GF;
277772;VINHO TONELES LA PRADERA BLANCO 750 ML;GF;
277774;VINHO TORNELES CORDEIRO CON PIEL 750 ML;GF;
202133;VINHO VEO GRANDE RESERVA CARMENERE 750ML;GF;
278227;ABSINTO VERDE SAN BASILE;GF;
200018;AGUARDENTE;GF;
200352;AGUARDENTE NEGA FULO 750ML;GF;
200130;AGUARDENTE YPIOCA OURO;LT;
200665;AGUARDENTE YPIOCA PRATA;LT;
232520;APEROL;LT;
278398;BITTER ANGOSTURA;GF;
200728;BITTER BRASILBERG;LT;
